CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.23693,5,29.42,0,0.49,4.77,77.7,8.3784,18,260.7,24.9,140.62,33.78,22.6
0.8287,14,9.97,0,0.54,4.95,32.9,3.8992,11,577.9,10.3,124.47,17.39,45.9
0.61728,79,27.87,0,0.58,7.32,66.9,5.594,17,436.1,16.6,273.76,37.18,36.2
1.5432,51,28.43,0,0.5,5.03,76.9,8.0792,7,514.0,28.5,380.0,15.69,37.9
0.21688,32,19.45,0,0.48,8.39,18.4,1.152,15,382.4,13.8,201.56,28.82,13.2
1.13915,23,19.94,0,0.44,4.6,70.2,7.2694,1,330.3,20.5,316.1,24.49,44.9
0.73477,91,10.76,1,0.6,8.94,58.5,5.5804,12,186.4,13.0,377.75,15.19,40.7
0.22114,6,22.36,0,0.53,4.01,52.8,7.5377,16,692.5,29.0,149.78,9.89,7.6
0.48599,73,18.08,1,0.43,8.22,41.3,8.8513,2,536.3,26.4,18.51,27.73,45.5
0.17024,65,23.59,1,0.58,4.01,99.2,5.4512,6,373.0,16.3,301.32,36.19,29.5
1.03733,75,4.61,0,0.43,7.93,80.5,8.7029,16,395.8,25.0,294.0,16.54,36.3
0.05963,87,24.44,1,0.44,7.64,10.4,1.1143,9,100.2,21.3,121.3,4.76,42.2
0.1194,70,21.7,0,0.59,7.47,33.1,6.6707,6,117.8,14.4,107.65,11.94,15.4
0.10108,40,16.38,1,0.66,5.75,53.2,9.8822,17,584.5,12.7,281.33,16.63,20.4
0.25794,60,7.79,0,0.62,7.14,78.8,3.6428,4,127.7,15.0,62.56,16.88,41.3
0.6837,36,2.93,0,0.7,7.0,70.9,7.5084,17,563.0,22.6,337.38,25.87,21.7
0.37423,12,14.54,1,0.47,7.7,33.1,3.02,8,528.0,29.1,344.25,5.49,34.4
0.3344,35,4.34,1,0.65,7.55,88.3,9.7576,5,507.6,25.5,226.54,5.39,41.8
0.00027,62,22.85,0,0.58,5.24,54.0,4.9969,8,426.7,28.1,87.52,7.77,39.9
0.27704,69,27.74,1,0.63,7.55,85.6,7.092,7,308.4,13.9,379.6,7.46,32.2
0.03283,62,24.61,0,0.54,5.56,89.0,5.5652,19,683.6,28.3,94.11,7.85,46.6
0.11676,58,9.91,0,0.44,5.93,62.4,1.727,5,646.4,11.7,123.6,1.2,18.4
1.34703,76,4.38,1,0.64,5.44,14.5,8.1729,16,384.6,28.9,176.73,11.69,24.3
0.12129,18,0.24,1,0.5,7.7,60.8,3.1823,12,205.3,12.8,208.29,23.06,39.8
0.97715,0,19.91,0,0.45,8.17,1.8,3.5124,8,240.7,17.2,182.21,39.7,39.3
0.81201,1,5.63,0,0.56,5.24,63.6,1.2739,24,108.4,16.9,0.08,17.03,34.7
0.08667,84,21.5,0,0.56,6.57,20.0,5.996,15,623.4,16.6,344.88,34.0,10.7
0.46534,77,17.26,0,0.48,7.53,86.0,5.8383,14,318.0,24.7,9.5,9.17,31.0
0.06146,90,14.1,0,0.62,8.12,8.6,2.6566,4,391.5,26.8,352.62,37.65,48.5
0.65077,21,23.03,0,0.51,7.64,29.3,7.5156,8,415.9,21.4,329.13,1.66,16.9
0.50731,78,29.43,0,0.56,4.5,0.3,1.4185,20,575.9,20.9,374.68,2.06,8.1
0.83549,13,3.86,1,0.56,7.42,91.3,8.0588,18,469.1,15.2,125.59,15.12,5.7
0.32637,67,16.52,0,0.68,8.53,87.1,9.9435,9,141.6,28.1,71.88,35.14,32.2
1.23175,17,9.4,0,0.69,6.21,23.4,2.4408,10,326.3,21.3,21.71,23.11,7.3
0.0253,5,0.84,0,0.61,7.71,12.0,3.8326,9,373.8,18.2,275.1,2.37,46.6
0.17328,26,0.88,0,0.4,8.81,53.4,3.6316,17,530.9,21.2,62.62,33.77,44.8
0.62773,63,17.33,1,0.64,7.47,52.2,5.9121,13,570.4,12.1,67.13,7.33,45.6
0.27074,27,2.49,0,0.67,5.45,46.5,1.9007,10,103.1,12.2,92.16,15.66,34.2
0.09495,41,1.32,1,0.69,6.26,50.8,5.5094,9,459.2,28.5,111.45,4.33,6.4
0.0567,13,5.19,1,0.41,6.34,60.3,9.0755,6,117.8,14.4,85.44,37.32,30.3
0.85006,45,13.8,1,0.66,8.25,95.0,5.0195,20,601.3,15.4,242.97,1.24,8.5
0.32041,48,15.02,1,0.66,8.84,90.9,7.0798,5,244.0,21.1,204.45,35.26,8.7
1.06974,56,27.46,1,0.46,6.97,70.3,8.4689,15,299.9,19.7,260.27,7.57,7.5
0.6608,58,12.59,1,0.65,4.38,90.2,7.003,24,239.8,21.1,256.82,8.89,10.5
0.26358,17,3.23,1,0.41,8.75,64.9,3.7989,20,620.7,17.3,342.06,9.61,28.8
0.23381,86,6.93,1,0.42,8.97,73.6,3.9411,20,280.4,18.1,14.69,6.55,30.5
0.36246,95,28.36,1,0.58,5.98,61.4,6.9625,24,545.3,13.4,223.08,6.58,40.0
1.09938,89,17.85,0,0.69,8.13,37.5,2.5098,8,467.8,19.9,154.38,34.99,40.2
0.66833,92,10.66,0,0.54,6.17,43.0,1.3921,4,617.6,18.5,315.71,17.27,18.4
0.00258,77,26.78,1,0.51,7.48,57.0,1.2249,8,218.7,28.8,91.42,15.14,25.0
0.59234,7,9.02,1,0.55,4.21,24.5,4.2798,4,410.3,12.6,243.58,10.57,27.9
1.2598,26,26.43,1,0.7,8.45,7.7,7.8297,17,600.2,22.3,107.84,36.29,5.2
0.61972,17,3.63,0,0.6,4.22,69.7,7.5603,6,466.4,29.3,93.87,23.81,44.5
0.0974,68,28.15,0,0.56,5.1,48.8,5.0166,11,107.4,12.0,131.13,14.46,27.4
0.33036,43,28.13,1,0.64,6.84,23.9,3.565,17,252.1,24.4,25.43,8.71,31.1
0.0756,47,10.36,1,0.54,8.41,43.9,1.4583,7,510.6,27.3,298.55,36.6,15.4
0.22236,94,0.53,0,0.55,5.36,3.2,1.1287,12,467.0,16.6,352.52,8.99,39.9
1.38324,92,10.59,1,0.63,4.45,47.6,1.1091,19,637.9,21.4,6.79,3.55,21.3
1.28396,72,5.42,0,0.54,8.05,63.5,6.1274,4,655.3,11.8,260.98,25.59,35.8
0.16623,58,7.98,0,0.44,5.8,64.9,9.1068,18,580.2,16.7,225.16,11.81,28.2
0.20748,27,18.77,1,0.41,7.72,21.1,8.6956,19,210.2,15.0,362.16,7.94,43.0
0.45841,6,13.29,0,0.59,4.96,37.0,2.5887,21,323.2,23.7,274.14,24.6,28.9
1.65109,7,22.09,0,0.43,5.16,48.4,4.071,16,678.8,11.1,167.43,18.8,43.0
0.07997,53,19.11,0,0.67,5.77,95.7,3.1444,10,390.3,19.7,231.28,7.13,19.8
0.14847,26,9.02,0,0.55,7.92,37.1,4.5515,7,300.4,21.1,50.89,23.4,20.8
1.03398,75,9.72,1,0.4,8.69,45.6,4.2463,3,677.2,28.6,64.86,27.02,36.9
0.33853,37,23.94,0,0.48,7.94,99.6,5.2677,24,519.7,28.4,89.53,28.06,36.1
1.14612,93,15.96,1,0.57,4.04,9.0,9.8373,20,517.9,10.1,193.24,10.83,10.0
0.1026,49,3.82,0,0.5,8.04,0.3,8.0835,8,347.4,21.6,106.73,21.24,18.9
0.38036,20,17.6,1,0.51,7.18,20.8,9.2512,4,156.1,18.0,40.22,14.16,10.8
0.19746,93,4.14,0,0.67,7.99,8.5,1.0515,20,690.1,20.7,207.4,37.14,15.5
0.1903,56,26.06,0,0.59,6.86,89.2,5.6667,20,150.9,23.0,279.13,19.77,21.7
0.29609,61,3.88,0,0.47,4.14,50.0,8.7874,14,499.6,15.5,38.58,23.25,49.1
0.28377,55,20.08,1,0.66,8.02,79.4,7.4361,8,130.7,25.2,291.58,21.72,21.7
0.22108,92,26.9,1,0.65,4.38,91.6,3.726,15,108.6,28.4,9.47,39.92,25.1
1.23238,23,2.94,0,0.59,5.74,95.5,7.2004,6,106.0,27.8,279.58,35.94,8.4
0.65791,57,15.91,1,0.47,6.7,31.2,6.0154,20,665.5,25.1,381.23,39.51,21.7
0.65014,9,28.74,0,0.64,5.43,24.6,7.3877,15,377.3,20.5,182.71,10.38,18.6
0.17118,0,8.34,0,0.53,7.8,59.7,5.2762,24,461.2,19.7,26.36,19.81,21.5
0.43103,19,8.43,0,0.48,8.87,55.8,9.6224,9,184.8,24.9,113.07,18.66,10.3
0.7552,71,14.1,0,0.46,6.31,90.0,9.9424,3,392.6,25.5,59.01,28.36,34.6
0.79381,50,28.43,1,0.48,8.76,44.4,9.837,18,411.3,10.2,200.37,29.18,8.5
0.2112,38,24.03,0,0.54,8.59,99.1,5.602,11,191.6,10.8,72.32,17.32,36.3
0.73674,67,8.14,1,0.59,8.09,74.7,8.451,11,374.8,19.6,398.55,21.54,15.6
0.6657,30,6.95,0,0.67,7.63,86.9,9.4765,14,631.9,27.3,167.83,19.16,36.4
0.07629,37,5.96,0,0.65,4.1,59.7,8.9021,1,445.1,14.3,154.94,30.86,25.2
1.00475,56,12.89,1,0.46,8.51,73.6,5.8129,7,211.6,12.9,25.67,20.28,48.2
0.29109,5,24.24,1,0.67,6.86,87.0,9.961,6,673.2,28.7,239.44,27.44,22.5
0.33317,59,4.57,1,0.5,4.66,79.1,3.6037,12,635.7,27.8,49.72,33.1,41.8
0.29744,80,18.51,0,0.56,7.46,54.7,9.6676,24,656.2,15.4,104.7,27.45,47.3
0.41949,90,14.17,0,0.5,5.36,91.9,3.7752,11,568.6,26.8,119.66,15.2,6.7
0.48533,61,19.39,0,0.64,7.46,20.4,6.1813,1,436.8,25.1,39.25,19.66,32.0
0.34476,31,12.1,1,0.43,4.4,24.1,1.6205,18,565.5,29.9,332.01,19.18,16.7
1.00791,70,22.79,0,0.68,8.88,64.3,8.9104,9,471.6,13.3,44.21,38.41,15.5
0.49407,89,9.63,1,0.47,4.33,86.6,6.4183,7,103.4,27.9,193.2,17.99,28.0
0.2566,75,21.67,0,0.48,8.34,14.2,4.5818,16,169.8,11.1,115.63,36.63,47.3
0.26952,17,28.79,1,0.45,5.58,58.5,1.5772,15,165.7,23.5,94.62,36.48,7.8
0.83258,31,17.38,0,0.43,5.47,86.0,7.5645,3,432.3,23.4,89.32,30.12,48.2
0.214,31,19.04,0,0.57,5.97,44.9,4.8887,9,517.4,28.3,267.95,8.88,41.3
0.11878,84,15.74,1,0.53,7.86,34.3,8.0208,23,663.6,14.6,317.52,17.58,45.5
0.03061,90,14.58,0,0.65,5.0,87.9,8.0084,13,640.7,13.4,163.57,26.16,7.3
1.04385,39,5.06,0,0.5,6.24,93.4,8.6601,17,458.7,20.3,127.41,11.01,18.5
1.25386,50,20.63,1,0.63,6.44,65.0,5.0015,19,442.7,29.1,292.41,7.26,10.5
0.06398,74,18.19,0,0.58,8.54,88.2,1.7279,20,141.0,15.6,107.67,19.81,23.1
0.20359,38,16.59,1,0.61,6.77,32.4,6.4337,11,562.7,25.9,348.18,24.39,12.8
0.09641,68,9.19,1,0.54,7.19,57.8,7.2353,23,259.6,16.4,117.55,26.25,8.1
0.06159,39,11.83,0,0.48,8.47,73.5,4.771,17,650.7,15.1,20.5,24.85,34.1
1.15063,79,13.0,0,0.4,5.67,38.6,8.6992,9,232.7,23.7,188.14,12.37,29.0
0.02928,13,19.72,1,0.48,4.36,51.1,9.0828,10,517.8,25.4,119.96,14.58,44.7
1.9683,35,21.78,1,0.57,7.94,100.0,9.3347,13,167.4,10.3,186.38,15.93,12.0
0.05071,11,9.39,0,0.56,7.79,26.7,8.7682,22,396.3,21.7,116.81,8.98,20.7
0.99561,75,18.44,0,0.69,5.62,21.1,8.6846,15,189.4,20.6,394.81,9.07,31.2
0.41794,54,11.11,0,0.61,8.74,18.0,7.5762,18,605.6,17.8,389.81,18.88,8.6
0.22937,36,14.56,1,0.45,8.17,23.5,4.5748,17,468.4,25.7,247.01,6.01,45.2
0.20954,82,2.46,1,0.7,4.01,26.3,2.796,5,686.3,17.1,362.62,5.29,48.5
0.7081,75,17.36,1,0.5,4.53,42.9,3.7803,24,184.6,20.9,125.17,20.71,29.2
0.18886,51,26.89,0,0.58,6.32,75.7,2.0731,19,613.7,18.6,315.16,2.86,42.3
0.53548,34,28.6,1,0.44,8.55,53.6,6.9464,8,540.6,19.0,306.02,16.7,27.1
0.36421,58,10.04,0,0.61,4.88,85.1,1.6101,2,332.3,19.7,142.13,30.2,9.3
0.33176,80,5.1,0,0.68,7.34,0.4,4.3156,6,110.7,13.1,288.59,39.0,23.1
1.15714,28,29.3,0,0.49,8.34,94.0,2.511,14,541.6,26.1,37.45,20.5,28.6
0.40444,9,23.9,0,0.64,8.65,17.1,3.393,22,158.9,15.8,93.03,11.03,38.0
0.87683,8,8.8,1,0.69,7.28,39.9,8.4513,13,585.4,20.3,83.96,25.49,11.1
0.64654,17,0.13,0,0.49,5.76,83.7,6.3768,4,579.1,15.5,250.31,6.65,24.8
0.01966,92,7.93,1,0.45,5.82,64.5,2.9214,15,229.4,27.2,80.7,37.29,36.3
0.74165,25,28.65,1,0.69,7.81,11.7,3.608,19,679.5,26.6,113.42,30.45,33.5
0.12223,94,14.23,0,0.59,8.35,91.4,1.8421,14,575.7,29.0,108.94,6.88,8.8
1.16729,59,8.83,1,0.45,8.81,85.1,1.4631,24,462.8,17.3,377.34,4.81,20.1
0.02194,94,10.27,1,0.57,7.8,42.0,5.3113,24,541.0,27.7,379.2,37.13,7.2
0.20254,59,6.88,0,0.53,6.79,36.5,5.9548,16,381.0,27.2,332.66,38.29,11.7
0.05253,58,16.96,1,0.42,8.57,73.3,6.3716,11,155.7,21.5,180.61,10.8,14.4
0.32274,18,6.52,0,0.67,8.71,56.7,7.7386,16,482.2,13.0,196.03,7.7,23.7
0.85746,12,20.88,0,0.65,6.34,1.8,2.7627,17,349.7,24.1,149.83,27.89,27.5
0.17704,1,14.18,0,0.46,8.74,4.0,5.697,11,687.3,28.9,184.33,39.75,42.0
0.08181,27,4.77,1,0.65,7.02,79.9,5.7923,5,138.0,26.4,56.6,11.05,40.0
0.20044,10,29.65,0,0.64,6.05,40.9,2.7783,23,196.3,11.5,108.39,15.07,27.5
0.84068,67,11.93,1,0.62,8.41,13.1,5.7087,1,640.2,10.5,74.04,15.03,18.9
0.07563,61,11.68,1,0.47,6.1,89.3,7.6004,11,392.2,19.2,352.36,19.15,11.0
0.12897,16,13.29,1,0.41,5.8,72.5,1.9192,9,215.9,28.3,275.99,11.23,44.8
0.03567,27,6.53,1,0.65,8.09,37.4,7.6579,9,287.6,24.4,53.33,22.8,25.5
0.61159,6,28.88,0,0.64,8.88,13.5,5.4454,14,145.8,30.0,172.16,33.43,32.8
0.25146,0,12.73,0,0.46,7.31,5.0,3.6355,11,480.3,22.5,130.26,16.61,36.3
0.18614,7,17.58,1,0.48,5.62,64.0,3.0155,19,652.0,27.6,5.98,11.93,38.5
0.63404,25,10.18,1,0.47,8.18,62.6,4.6338,23,442.1,26.2,295.77,37.45,42.1
0.20472,67,14.42,0,0.56,8.57,74.2,4.6058,2,485.2,20.8,176.08,22.44,27.1
0.65056,59,27.12,1,0.62,4.75,64.8,3.5248,10,275.7,11.8,144.66,10.08,24.5
0.84424,36,5.03,0,0.48,5.55,45.0,6.971,7,525.1,12.6,72.86,14.54,38.9
0.12273,44,23.8,0,0.45,7.09,11.5,4.4072,4,649.1,26.3,195.32,20.54,21.3
1.82135,85,13.86,1,0.62,5.66,37.1,2.1775,14,127.8,17.4,108.66,4.47,7.5
0.08858,72,7.71,1,0.68,7.09,60.8,6.2874,3,230.4,22.1,203.11,2.32,41.7
0.17184,38,20.59,0,0.51,8.14,52.5,2.5724,23,662.0,15.8,100.16,28.72,34.4
0.0991,42,7.33,0,0.54,4.69,29.2,2.0608,16,583.0,27.8,117.06,29.94,25.7
0.21195,97,4.6,1,0.67,7.12,23.6,9.3261,17,142.2,28.3,170.07,19.34,49.1
0.32702,36,9.9,0,0.63,7.32,30.5,4.6443,19,239.8,29.1,244.36,34.71,35.4
0.36926,68,8.79,1,0.45,8.37,6.6,6.5186,15,319.1,28.6,337.03,23.95,11.0
0.96073,91,21.91,0,0.46,7.56,68.6,1.7564,19,291.6,21.3,111.46,30.54,20.8
1.10113,13,22.98,0,0.42,7.94,35.2,3.8648,18,130.8,22.0,130.95,37.5,29.1
0.1243,13,3.17,1,0.48,4.83,30.4,7.3612,22,202.4,29.2,257.87,31.82,40.7
0.48761,41,23.04,0,0.54,4.66,53.7,4.2181,1,269.4,17.5,397.94,13.11,43.4
0.05911,72,7.7,1,0.49,8.52,61.7,7.844,24,191.9,22.6,92.31,5.64,31.6
0.30714,6,6.8,0,0.54,4.83,1.0,6.139,18,596.5,18.8,88.31,2.55,8.5
0.19455,94,21.17,1,0.58,5.85,69.7,3.2547,12,412.2,16.9,328.12,16.23,21.9
0.19026,12,26.21,1,0.68,7.95,69.5,9.741,10,232.9,28.6,319.23,1.29,20.2
0.32945,98,18.22,1,0.68,4.3,44.1,3.992,4,608.6,21.4,131.6,29.78,44.6
0.65435,3,28.17,1,0.59,6.6,58.1,4.9101,17,556.4,19.3,5.9,18.62,11.9
0.03585,16,19.96,0,0.51,6.73,50.4,2.4,20,331.8,11.1,171.81,29.56,16.9
1.0567,5,25.64,0,0.48,4.02,1.5,2.7485,10,604.7,13.1,217.39,20.41,7.1
0.66366,40,15.62,0,0.58,5.97,11.6,8.0356,20,482.5,20.8,304.06,1.58,26.0
0.0971,55,26.57,0,0.59,8.54,61.2,8.8187,4,474.1,29.9,264.38,35.01,12.3
1.39976,29,3.45,0,0.48,6.13,28.1,6.4126,1,162.4,19.2,268.85,36.9,48.9
0.35293,53,11.59,0,0.42,8.57,2.2,9.583,17,344.9,22.5,321.35,24.44,24.4
4.28052,22,8.68,0,0.51,5.58,88.9,8.0737,10,142.8,27.0,309.95,28.27,45.8
0.10986,23,4.48,0,0.69,6.53,91.6,5.0028,11,340.5,28.4,189.3,3.37,14.1
0.38276,36,4.48,0,0.47,8.22,57.7,4.0903,9,135.7,17.3,41.93,28.13,30.7
0.17142,59,13.29,0,0.49,8.91,46.2,1.0249,15,215.7,13.3,325.73,4.28,38.3
0.18133,34,13.27,0,0.49,7.8,14.0,9.3828,6,373.8,29.4,240.71,13.51,40.8
0.4471,70,27.32,0,0.61,5.72,93.0,8.7712,16,470.8,20.5,13.21,12.64,34.9
1.27373,6,28.23,0,0.62,5.57,69.3,8.5374,21,208.6,27.7,315.4,33.82,50.0
0.81805,88,0.57,0,0.53,4.29,37.8,3.0814,2,149.4,16.0,157.34,19.05,37.2
0.64357,76,7.77,0,0.67,5.01,25.6,8.8922,21,624.2,11.8,125.65,3.45,32.5
0.40955,17,0.25,1,0.62,7.8,37.5,3.2253,7,150.1,27.6,206.02,10.45,44.4
1.27744,95,26.44,0,0.67,6.07,92.6,9.6289,8,441.2,18.3,268.62,18.33,37.3
0.33899,48,15.96,0,0.66,4.78,21.7,7.9765,13,574.8,18.8,369.94,37.95,10.9
1.03507,37,4.83,1,0.63,5.49,22.5,5.9954,11,200.5,29.7,10.41,10.41,39.6
0.89783,0,24.91,0,0.5,6.94,41.9,4.6711,9,487.8,18.2,121.87,31.24,11.8
0.12029,74,2.15,0,0.44,8.78,37.7,3.3172,20,538.4,21.5,16.18,7.82,11.7
0.73751,4,25.61,0,0.6,8.8,44.4,4.7057,2,524.3,24.7,337.25,26.05,18.1
0.00612,95,0.48,1,0.61,4.57,60.3,5.61,19,131.0,14.5,281.42,9.8,38.6
0.19492,60,13.65,0,0.63,5.18,89.4,4.0391,7,485.0,15.4,108.23,31.11,31.3
0.1304,10,10.62,0,0.64,6.99,93.9,1.1917,17,194.3,24.8,307.75,22.16,20.6
0.35348,29,19.47,0,0.52,8.56,94.0,2.3126,15,281.2,26.1,253.35,35.81,41.0
0.66752,97,16.51,1,0.51,8.91,0.6,2.3648,6,657.3,14.0,264.05,5.16,9.2
0.05139,13,10.61,1,0.49,7.64,85.6,9.2833,2,131.3,16.2,300.17,8.38,18.4
0.36172,19,29.58,0,0.53,6.06,58.2,4.8563,5,617.0,10.2,64.39,30.88,43.2
1.39364,41,12.88,0,0.66,8.36,40.1,7.0051,7,430.7,17.7,240.18,14.1,21.3
0.1298,76,14.54,0,0.4,6.1,64.2,5.8488,12,118.8,28.0,207.06,3.71,19.7
0.56527,44,18.86,1,0.57,7.33,56.9,2.7926,15,552.4,18.0,136.19,28.42,29.1
